Date,Principal,Total_Deposits,Rate,Daily_Interest,Cumulative_Interest,Additional_Deposit,Is_Quarter_End,Total_Value,Calculation_Notes
2024-09-21,52761.5193774866,46945,0.095,13.694929893063462,1093.189427025907,0,False,53854.708804512506,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-09-22,52761.5193774866,46945,0.095,13.694929893063462,1106.8843569189705,0,False,53868.40373440557,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-09-23,52761.5193774866,46945,0.095,13.694929893063462,1120.579286812034,0,False,53882.09866429863,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-09-24,52761.5193774866,46945,0.095,13.694929893063462,1134.2742167050976,0,False,53895.793594191695,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-09-25,52761.5193774866,46945,0.095,13.694929893063462,1147.9691465981612,0,False,53909.48852408476,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-09-26,52761.5193774866,46945,0.095,13.694929893063462,1161.6640764912247,0,False,53923.18345397782,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-09-27,52761.5193774866,46945,0.095,13.694929893063462,1175.3590063842883,0,False,53936.878383870884,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-09-28,52761.5193774866,46945,0.095,13.694929893063462,1189.0539362773518,0,False,53950.57331376395,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-09-29,52761.5193774866,46945,0.095,13.694929893063462,1202.7488661704153,0,False,53964.26824365701,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-09-30,52761.5193774866,46945,0.095,13.694929893063462,1216.4437960634789,0,True,53977.96317355008,"Daily interest on R52,761.52 @ 9.50% p.a."
2024-10-01,55577.96317355008,48545,0.085,12.907450463802617,12.907450463802617,1600,False,55590.870624013885,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-02,55577.96317355008,48545,0.085,12.907450463802617,25.814900927605233,0,False,55603.77807447768,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-03,55577.96317355008,48545,0.085,12.907450463802617,38.72235139140785,0,False,55616.68552494149,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-04,55577.96317355008,48545,0.085,12.907450463802617,51.62980185521047,0,False,55629.59297540529,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-05,55577.96317355008,48545,0.085,12.907450463802617,64.53725231901308,0,False,55642.5004258691,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-06,55577.96317355008,48545,0.085,12.907450463802617,77.4447027828157,0,False,55655.407876332894,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-07,55577.96317355008,48545,0.085,12.907450463802617,90.35215324661831,0,False,55668.3153267967,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-08,55577.96317355008,48545,0.085,12.907450463802617,103.25960371042093,0,False,55681.222777260504,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-09,55577.96317355008,48545,0.085,12.907450463802617,116.16705417422355,0,False,55694.1302277243,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-10,55577.96317355008,48545,0.085,12.907450463802617,129.07450463802616,0,False,55707.037678188106,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-11,55577.96317355008,48545,0.085,12.907450463802617,141.98195510182876,0,False,55719.94512865191,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-12,55577.96317355008,48545,0.085,12.907450463802617,154.88940556563136,0,False,55732.852579115715,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-13,55577.96317355008,48545,0.085,12.907450463802617,167.79685602943397,0,False,55745.76002957951,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-14,55577.96317355008,48545,0.085,12.907450463802617,180.70430649323657,0,False,55758.66748004332,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-15,55577.96317355008,48545,0.085,12.907450463802617,193.61175695703918,0,False,55771.57493050712,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-16,55577.96317355008,48545,0.085,12.907450463802617,206.51920742084178,0,False,55784.48238097092,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-17,55577.96317355008,48545,0.085,12.907450463802617,219.42665788464438,0,False,55797.389831434724,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-18,55577.96317355008,48545,0.085,12.907450463802617,232.334108348447,0,False,55810.29728189853,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-19,55577.96317355008,48545,0.085,12.907450463802617,245.2415588122496,0,False,55823.204732362334,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-20,55577.96317355008,48545,0.085,12.907450463802617,258.1490092760522,0,False,55836.11218282613,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-21,55577.96317355008,48545,0.085,12.907450463802617,271.0564597398548,0,False,55849.019633289936,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-22,55577.96317355008,48545,0.085,12.907450463802617,283.9639102036574,0,False,55861.92708375374,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-23,55577.96317355008,48545,0.085,12.907450463802617,296.87136066746,0,False,55874.83453421754,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-24,55577.96317355008,48545,0.085,12.907450463802617,309.7788111312626,0,False,55887.74198468134,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-25,55577.96317355008,48545,0.085,12.907450463802617,322.6862615950652,0,False,55900.64943514515,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-26,55577.96317355008,48545,0.085,12.907450463802617,335.5937120588678,0,False,55913.55688560895,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-27,55577.96317355008,48545,0.085,12.907450463802617,348.5011625226704,0,False,55926.46433607275,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-28,55577.96317355008,48545,0.085,12.907450463802617,361.40861298647303,0,False,55939.371786536554,"Daily interest on R55,577.96 @ 8.50% p.a."
2024-10-29,57577.96317355008,50545,0.085,13.371931338119555,374.7805443245926,2000,False,57952.74371787468,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-10-30,57577.96317355008,50545,0.085,13.371931338119555,388.15247566271216,0,False,57966.11564921279,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-10-31,57577.96317355008,50545,0.085,13.371931338119555,401.52440700083173,0,False,57979.487580550915,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-01,57577.96317355008,50545,0.085,13.371931338119555,414.8963383389513,0,False,57992.85951188903,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-02,57577.96317355008,50545,0.085,13.371931338119555,428.26826967707086,0,False,58006.23144322715,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-03,57577.96317355008,50545,0.085,13.371931338119555,441.6402010151904,0,False,58019.60337456527,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-04,57577.96317355008,50545,0.085,13.371931338119555,455.01213235331,0,False,58032.97530590339,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-05,57577.96317355008,50545,0.085,13.371931338119555,468.38406369142956,0,False,58046.34723724151,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-06,57577.96317355008,50545,0.085,13.371931338119555,481.7559950295491,0,False,58059.71916857963,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-07,57577.96317355008,50545,0.085,13.371931338119555,495.1279263676687,0,False,58073.09109991775,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-08,57577.96317355008,50545,0.085,13.371931338119555,508.49985770578826,0,False,58086.463031255866,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-09,57577.96317355008,50545,0.085,13.371931338119555,521.8717890439078,0,False,58099.83496259399,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-10,57577.96317355008,50545,0.085,13.371931338119555,535.2437203820274,0,False,58113.20689393211,"Daily interest on R57,577.96 @ 8.50% p.a."
2024-11-11,59377.96317355008,52345,0.085,13.789964125004802,549.0336845070321,1800,False,59926.996858057115,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-12,59377.96317355008,52345,0.085,13.789964125004802,562.8236486320369,0,False,59940.78682218212,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-13,59377.96317355008,52345,0.085,13.789964125004802,576.6136127570417,0,False,59954.57678630712,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-14,59377.96317355008,52345,0.085,13.789964125004802,590.4035768820464,0,False,59968.36675043213,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-15,59377.96317355008,52345,0.085,13.789964125004802,604.1935410070512,0,False,59982.15671455713,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-16,59377.96317355008,52345,0.085,13.789964125004802,617.9835051320559,0,False,59995.946678682136,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-17,59377.96317355008,52345,0.085,13.789964125004802,631.7734692570607,0,False,60009.73664280714,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-18,59377.96317355008,52345,0.085,13.789964125004802,645.5634333820655,0,False,60023.526606932144,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-19,59377.96317355008,52345,0.085,13.789964125004802,659.3533975070702,0,False,60037.31657105715,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-20,59377.96317355008,52345,0.085,13.789964125004802,673.143361632075,0,False,60051.10653518215,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-21,59377.96317355008,52345,0.085,13.789964125004802,686.9333257570797,0,False,60064.89649930716,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-22,59377.96317355008,52345,0.085,13.789964125004802,700.7232898820845,0,False,60078.68646343217,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-23,59377.96317355008,52345,0.085,13.789964125004802,714.5132540070892,0,False,60092.47642755717,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-24,59377.96317355008,52345,0.085,13.789964125004802,728.303218132094,0,False,60106.26639168218,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-25,59377.96317355008,52345,0.085,13.789964125004802,742.0931822570988,0,False,60120.05635580718,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-26,59377.96317355008,52345,0.085,13.789964125004802,755.8831463821035,0,False,60133.846319932185,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-27,59377.96317355008,52345,0.085,13.789964125004802,769.6731105071083,0,False,60147.63628405719,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-28,59377.96317355008,52345,0.085,13.789964125004802,783.463074632113,0,False,60161.42624818219,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-29,59377.96317355008,52345,0.085,13.789964125004802,797.2530387571178,0,False,60175.2162123072,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-11-30,59377.96317355008,52345,0.085,13.789964125004802,811.0430028821226,0,False,60189.0061764322,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-12-01,59377.96317355008,52345,0.085,13.789964125004802,824.8329670071273,0,False,60202.796140557206,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-12-02,59377.96317355008,52345,0.085,13.789964125004802,838.6229311321321,0,False,60216.58610468221,"Daily interest on R59,377.96 @ 8.50% p.a."
2024-12-03,61877.96317355008,54845,0.085,14.370565217900976,852.9934963500331,2500,False,62730.956669900115,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-04,61877.96317355008,54845,0.085,14.370565217900976,867.3640615679341,0,False,62745.32723511801,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-05,61877.96317355008,54845,0.085,14.370565217900976,881.7346267858351,0,False,62759.69780033592,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-06,61877.96317355008,54845,0.085,14.370565217900976,896.1051920037361,0,False,62774.068365553816,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-07,61877.96317355008,54845,0.085,14.370565217900976,910.4757572216371,0,False,62788.43893077172,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-08,61877.96317355008,54845,0.085,14.370565217900976,924.8463224395381,0,False,62802.80949598962,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-09,61877.96317355008,54845,0.085,14.370565217900976,939.2168876574391,0,False,62817.18006120752,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-10,61877.96317355008,54845,0.085,14.370565217900976,953.5874528753401,0,False,62831.55062642542,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-11,61877.96317355008,54845,0.085,14.370565217900976,967.9580180932411,0,False,62845.92119164332,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-12,61877.96317355008,54845,0.085,14.370565217900976,982.3285833111421,0,False,62860.291756861225,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-13,61877.96317355008,54845,0.085,14.370565217900976,996.6991485290431,0,False,62874.66232207912,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-14,61877.96317355008,54845,0.085,14.370565217900976,1011.0697137469441,0,False,62889.03288729703,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-15,61877.96317355008,54845,0.085,14.370565217900976,1025.440278964845,0,False,62903.403452514925,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-16,61877.96317355008,54845,0.085,14.370565217900976,1039.810844182746,0,False,62917.77401773282,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-17,61877.96317355008,54845,0.085,14.370565217900976,1054.181409400647,0,False,62932.14458295073,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-18,61877.96317355008,54845,0.085,14.370565217900976,1068.551974618548,0,False,62946.515148168626,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-19,61877.96317355008,54845,0.085,14.370565217900976,1082.922539836449,0,False,62960.88571338653,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-20,61877.96317355008,54845,0.085,14.370565217900976,1097.29310505435,0,False,62975.25627860443,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-21,61877.96317355008,54845,0.085,14.370565217900976,1111.663670272251,0,False,62989.626843822334,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-22,61877.96317355008,54845,0.085,14.370565217900976,1126.034235490152,0,False,63003.99740904023,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-23,61877.96317355008,54845,0.085,14.370565217900976,1140.404800708053,0,False,63018.36797425814,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-24,61877.96317355008,54845,0.085,14.370565217900976,1154.775365925954,0,False,63032.738539476035,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-25,61877.96317355008,54845,0.085,14.370565217900976,1169.145931143855,0,False,63047.10910469393,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-26,61877.96317355008,54845,0.085,14.370565217900976,1183.516496361756,0,False,63061.47966991184,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-27,61877.96317355008,54845,0.085,14.370565217900976,1197.887061579657,0,False,63075.850235129736,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-28,61877.96317355008,54845,0.085,14.370565217900976,1212.257626797558,0,False,63090.22080034764,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-29,61877.96317355008,54845,0.085,14.370565217900976,1226.628192015459,0,False,63104.59136556554,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-30,61877.96317355008,54845,0.085,14.370565217900976,1240.99875723336,0,False,63118.961930783444,"Daily interest on R61,877.96 @ 8.50% p.a."
2024-12-31,61877.96317355008,54845,0.085,14.370565217900976,1255.369322451261,0,True,63133.33249600134,"Daily interest on R61,877.96 @ 8.50% p.a."
2025-01-01,63133.33249600134,54845,0.09,15.524589958033117,15.524589958033117,0,False,63148.857085959375,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-02,63133.33249600134,54845,0.09,15.524589958033117,31.049179916066233,0,False,63164.38167591741,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-03,63133.33249600134,54845,0.09,15.524589958033117,46.57376987409935,0,False,63179.90626587544,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-04,63133.33249600134,54845,0.09,15.524589958033117,62.098359832132466,0,False,63195.430855833474,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-05,63133.33249600134,54845,0.09,15.524589958033117,77.62294979016558,0,False,63210.95544579151,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-06,63133.33249600134,54845,0.09,15.524589958033117,93.1475397481987,0,False,63226.48003574954,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-07,63133.33249600134,54845,0.09,15.524589958033117,108.67212970623181,0,False,63242.004625707574,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-08,63133.33249600134,54845,0.09,15.524589958033117,124.19671966426493,0,False,63257.52921566561,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-09,63133.33249600134,54845,0.09,15.524589958033117,139.72130962229804,0,False,63273.05380562364,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-10,63133.33249600134,54845,0.09,15.524589958033117,155.24589958033116,0,False,63288.57839558167,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-11,63133.33249600134,54845,0.09,15.524589958033117,170.77048953836427,0,False,63304.10298553971,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-12,63133.33249600134,54845,0.09,15.524589958033117,186.2950794963974,0,False,63319.62757549774,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-13,63133.33249600134,54845,0.09,15.524589958033117,201.8196694544305,0,False,63335.15216545577,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-14,63133.33249600134,54845,0.09,15.524589958033117,217.34425941246363,0,False,63350.676755413806,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-15,63133.33249600134,54845,0.09,15.524589958033117,232.86884937049675,0,False,63366.20134537184,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-16,63133.33249600134,54845,0.09,15.524589958033117,248.39343932852987,0,False,63381.72593532987,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-17,63133.33249600134,54845,0.09,15.524589958033117,263.91802928656296,0,False,63397.250525287905,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-18,63133.33249600134,54845,0.09,15.524589958033117,279.4426192445961,0,False,63412.77511524594,"Daily interest on R63,133.33 @ 9.00% p.a."
2025-01-19,65633.33249600134,57345,0.09,16.13934405639377,295.58196330098986,2500,False,65928.91445930234,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-20,65633.33249600134,57345,0.09,16.13934405639377,311.72130735738364,0,False,65945.05380335872,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-21,65633.33249600134,57345,0.09,16.13934405639377,327.8606514137774,0,False,65961.19314741512,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-22,65633.33249600134,57345,0.09,16.13934405639377,343.9999954701712,0,False,65977.33249147152,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-23,65633.33249600134,57345,0.09,16.13934405639377,360.139339526565,0,False,65993.4718355279,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-24,65633.33249600134,57345,0.09,16.13934405639377,376.27868358295876,0,False,66009.6111795843,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-25,65633.33249600134,57345,0.09,16.13934405639377,392.41802763935254,0,False,66025.75052364069,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-26,65633.33249600134,57345,0.09,16.13934405639377,408.5573716957463,0,False,66041.88986769709,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-27,65633.33249600134,57345,0.09,16.13934405639377,424.6967157521401,0,False,66058.02921175348,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-28,65633.33249600134,57345,0.09,16.13934405639377,440.8360598085339,0,False,66074.16855580987,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-29,65633.33249600134,57345,0.09,16.13934405639377,456.97540386492767,0,False,66090.30789986627,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-30,65633.33249600134,57345,0.09,16.13934405639377,473.11474792132145,0,False,66106.44724392267,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-01-31,65633.33249600134,57345,0.09,16.13934405639377,489.25409197771523,0,False,66122.58658797905,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-01,65633.33249600134,57345,0.09,16.13934405639377,505.393436034109,0,False,66138.72593203545,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-02,65633.33249600134,57345,0.09,16.13934405639377,521.5327800905028,0,False,66154.86527609185,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-03,65633.33249600134,57345,0.09,16.13934405639377,537.6721241468965,0,False,66171.00462014823,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-04,65633.33249600134,57345,0.09,16.13934405639377,553.8114682032902,0,False,66187.14396420463,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-05,65633.33249600134,57345,0.09,16.13934405639377,569.950812259684,0,False,66203.28330826103,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-06,65633.33249600134,57345,0.09,16.13934405639377,586.0901563160777,0,False,66219.42265231741,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-07,65633.33249600134,57345,0.09,16.13934405639377,602.2295003724714,0,False,66235.56199637381,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-08,65633.33249600134,57345,0.09,16.13934405639377,618.3688444288651,0,False,66251.70134043021,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-09,65633.33249600134,57345,0.09,16.13934405639377,634.5081884852589,0,False,66267.8406844866,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-10,65633.33249600134,57345,0.09,16.13934405639377,650.6475325416526,0,False,66283.980028543,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-11,65633.33249600134,57345,0.09,16.13934405639377,666.7868765980463,0,False,66300.1193725994,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-12,65633.33249600134,57345,0.09,16.13934405639377,682.92622065444,0,False,66316.25871665578,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-13,65633.33249600134,57345,0.09,16.13934405639377,699.0655647108338,0,False,66332.39806071218,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-14,65633.33249600134,57345,0.09,16.13934405639377,715.2049087672275,0,False,66348.53740476856,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-15,65633.33249600134,57345,0.09,16.13934405639377,731.3442528236212,0,False,66364.67674882496,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-16,65633.33249600134,57345,0.09,16.13934405639377,747.4835968800149,0,False,66380.81609288136,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-17,65633.33249600134,57345,0.09,16.13934405639377,763.6229409364087,0,False,66396.95543693774,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-18,65633.33249600134,57345,0.09,16.13934405639377,779.7622849928024,0,False,66413.09478099414,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-19,65633.33249600134,57345,0.09,16.13934405639377,795.9016290491961,0,False,66429.23412505054,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-20,65633.33249600134,57345,0.09,16.13934405639377,812.0409731055898,0,False,66445.37346910693,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-21,65633.33249600134,57345,0.09,16.13934405639377,828.1803171619836,0,False,66461.51281316332,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-22,65633.33249600134,57345,0.09,16.13934405639377,844.3196612183773,0,False,66477.65215721972,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-23,65633.33249600134,57345,0.09,16.13934405639377,860.459005274771,0,False,66493.79150127611,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-24,65633.33249600134,57345,0.09,16.13934405639377,876.5983493311647,0,False,66509.9308453325,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-25,65633.33249600134,57345,0.09,16.13934405639377,892.7376933875585,0,False,66526.0701893889,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-26,65633.33249600134,57345,0.09,16.13934405639377,908.8770374439522,0,False,66542.20953344529,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-27,65633.33249600134,57345,0.09,16.13934405639377,925.0163815003459,0,False,66558.34887750169,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-02-28,65633.33249600134,57345,0.09,16.13934405639377,941.1557255567396,0,False,66574.48822155809,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-01,65633.33249600134,57345,0.09,16.183561437370194,957.3392869941098,0,False,66590.67178299546,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-02,65633.33249600134,57345,0.09,16.183561437370194,973.5228484314799,0,False,66606.85534443283,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-03,65633.33249600134,57345,0.09,16.183561437370194,989.7064098688501,0,False,66623.0389058702,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-04,65633.33249600134,57345,0.09,16.183561437370194,1005.8899713062202,0,False,66639.22246730757,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-05,65633.33249600134,57345,0.09,16.183561437370194,1022.0735327435904,0,False,66655.40602874492,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-06,65633.33249600134,57345,0.09,16.183561437370194,1038.2570941809606,0,False,66671.5895901823,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-07,65633.33249600134,57345,0.09,16.183561437370194,1054.4406556183308,0,False,66687.77315161967,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-08,65633.33249600134,57345,0.09,16.183561437370194,1070.624217055701,0,False,66703.95671305704,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-09,65633.33249600134,57345,0.09,16.183561437370194,1086.807778493071,0,False,66720.1402744944,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-10,65633.33249600134,57345,0.09,16.183561437370194,1102.9913399304412,0,False,66736.32383593178,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-11,65633.33249600134,57345,0.09,16.183561437370194,1119.1749013678113,0,False,66752.50739736915,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-12,65633.33249600134,57345,0.09,16.183561437370194,1135.3584628051815,0,False,66768.69095880652,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-13,65633.33249600134,57345,0.09,16.183561437370194,1151.5420242425516,0,False,66784.87452024389,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-14,65633.33249600134,57345,0.09,16.183561437370194,1167.7255856799218,0,False,66801.05808168126,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-15,65633.33249600134,57345,0.09,16.183561437370194,1183.909147117292,0,False,66817.24164311863,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-16,65633.33249600134,57345,0.09,16.183561437370194,1200.092708554662,0,False,66833.425204556,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-17,65633.33249600134,57345,0.09,16.183561437370194,1216.2762699920322,0,False,66849.60876599337,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-18,65633.33249600134,57345,0.09,16.183561437370194,1232.4598314294024,0,False,66865.79232743074,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-19,65633.33249600134,57345,0.09,16.183561437370194,1248.6433928667725,0,False,66881.97588886811,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-20,65633.33249600134,57345,0.09,16.183561437370194,1264.8269543041426,0,False,66898.15945030548,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-21,65633.33249600134,57345,0.09,16.183561437370194,1281.0105157415128,0,False,66914.34301174285,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-22,65633.33249600134,57345,0.09,16.183561437370194,1297.194077178883,0,False,66930.52657318022,"Daily interest on R65,633.33 @ 9.00% p.a."
